date;offense;lon;lat
04/11/2018;murder;-95,29493;29,76909
4/17/2018;murder;-95,31007;29,6663
4/17/2018;murder;-95,35274;29,71968
4/18/2018;murder;-95,58716;29,70071
4/20/2018;murder;-95,55753;29,65324
4/20/2018;murder;-95,33412;29,68662
4/21/2018;murder;-95,27367;29,66145
4/21/2018;murder;-95,50829;29,74515
4/22/2018;murder;-95,59607;29,69707
4/25/2018;murder;-95,3419;29,74212
4/25/2018;murder;-95,58505;29,73852
4/30/2018;murder;-95,58098;29,68884
05/01/2018;murder;-95,35984;29,74724
05/01/2018;murder;-95,25343;29,67018
05/06/2018;murder;-95,33903;29,84056
05/06/2018;murder;-95,50118;29,74818
05/07/2018;murder;-95,27134;29,71476
05/08/2018;murder;-95,48539;29,59314
05/08/2018;murder;-95,34498;29,675
05/08/2018;murder;-95,40641;29,82862
05/08/2018;murder;-95,41005;29,72115
05/09/2018;murder;-95,4775;29,84994
05/10/2018;murder;-95,29492;29,6851
05/11/2018;murder;-95,50737;29,74002
05/11/2018;murder;-95,48816;29,80632
05/11/2018;murder;-95,45926;29,8173
5/13/2018;murder;-95,36744;29,75545
5/14/2018;murder;-95,59241;29,782
5/15/2018;murder;-95,20877;29,81398
5/17/2018;murder;-95,54216;29,72315
5/22/2018;murder;-95,59247;29,69278
5/24/2018;murder;-95,35403;29,65262
5/25/2018;murder;-95,36153;29,63984
5/25/2018;murder;-95,47437;29,869
5/26/2018;murder;-95,22449;29,59235
5/26/2018;murder;-95,47292;29,78457
5/28/2018;murder;-95,40541;29,94714
5/29/2018;murder;-95,54008;29,79109
5/31/2018;murder;-95,53774;29,69587
06/02/2018;murder;-95,59608;29,73796
06/03/2018;murder;-95,49225;29,62899
06/03/2018;murder;-95,53411;29,74704
06/04/2018;murder;-95,47679;29,84913
06/04/2018;murder;-95,27586;29,63222
06/05/2018;murder;-95,50411;29,67651
06/05/2018;murder;-95,27527;29,71469
06/05/2018;murder;-95,24149;29,64461
06/05/2018;murder;-95,26227;29,69425
06/05/2018;murder;-95,4732;29,79294
06/06/2018;murder;-95,43362;29,7278
06/09/2018;murder;-95,4497;29,81414
06/09/2018;murder;-95,59528;29,66154
06/10/2018;murder;-95,55753;29,65324
06/11/2018;murder;-95,28505;29,84857
6/14/2018;murder;-95,27914;29,93641
6/17/2018;murder;-95,4215;29,60888
6/18/2018;murder;-95,37128;29,86233
6/19/2018;murder;-95,57749;29,66219
6/22/2018;murder;-95,38431;29,80608
6/23/2018;murder;-95,37147;29,83616
6/25/2018;murder;-95,29976;29,69435
6/25/2018;murder;-95,35399;29,81586
6/29/2018;murder;-95,37009;29,71631
07/01/2018;murder;-95,40557;29,79213
07/04/2018;murder;-95,34319;29,69737
07/04/2018;murder;-95,53155;29,68843
07/06/2018;murder;-95,60125;29,67972
07/07/2018;murder;-95,37896;29,71796
07/07/2018;murder;-95,33622;29,78525
07/10/2018;murder;-95,32694;29,736
07/10/2018;murder;-95,63365;29,7328
7/13/2018;murder;-95,36779;29,68936
7/13/2018;murder;-95,60014;29,6826
7/14/2018;murder;-95,35584;29,73033
7/14/2018;murder;-95,5356;29,61081
7/14/2018;murder;-95,51766;29,74115
7/16/2018;murder;-95,37878;29,7459
7/17/2018;murder;-95,52973;29,83662
7/18/2018;murder;-95,49325;29,63646
7/31/2018;murder;-95,50785;29,73797
08/01/2018;murder;-95,33956;29,63123
08/03/2018;murder;-95,53553;29,61074
08/04/2018;murder;-95,42624;29,96421
08/06/2018;murder;-95,37732;29,7271
08/07/2018;murder;-95,38777;29,95297
08/08/2018;murder;-95,46762;29,59057
8/13/2018;murder;-95,60484;29,71695
8/14/2018;murder;-95,31181;29,71183
8/14/2018;murder;-95,45168;29,67313
8/15/2018;murder;-95,31181;29,71183
8/17/2018;murder;-95,42523;29,88513
8/17/2018;murder;-95,52605;29,79891
8/17/2018;murder;-95,32494;29,6369
8/18/2018;murder;-95,5194;29,71456
8/20/2018;murder;-95,56367;29,67433
8/21/2018;murder;-95,50272;29,65625
8/22/2018;murder;-95,56197;29,72849
8/25/2018;murder;-95,50848;29,65439
8/28/2018;murder;-95,51421;29,84041
8/28/2018;murder;-95,55846;29,73896
8/29/2018;murder;-95,39275;29,8249
8/29/2018;murder;-95,29672;29,71335
07/05/2018;aggravated assault;-95,36327;29,76328
03/08/2018;aggravated assault;-95,52129;29,78764
7/21/2018;aggravated assault;-95,53411;29,67638
7/21/2018;aggravated assault;-95,44029;29,70382
04/01/2018;aggravated assault;-95,36773;29,66934
6/21/2018;aggravated assault;-95,37546;29,69373
1/20/2018;aggravated assault;-95,50524;29,83038
3/25/2018;aggravated assault;-95,31292;29,86856
01/05/2018;aggravated assault;-95,38621;29,7468
5/24/2018;aggravated assault;-95,4888;29,70384
01/08/2018;aggravated assault;-95,47645;29,71112
4/26/2018;aggravated assault;-95,29321;29,76917
4/20/2018;aggravated assault;-95,50316;29,6395
5/30/2018;aggravated assault;-95,39257;29,74466
03/09/2018;aggravated assault;-95,46356;29,80866
06/08/2018;aggravated assault;-95,56786;29,68895
06/09/2018;aggravated assault;-95,09949;29,54729
8/20/2018;aggravated assault;-95,36313;29,77828
2/24/2018;aggravated assault;-95,42386;29,60295
06/11/2018;aggravated assault;-95,36744;29,75545
8/27/2018;aggravated assault;-95,50457;29,85315
03/04/2018;aggravated assault;-95,46433;29,58394
04/11/2018;aggravated assault;-95,36221;29,85508
03/01/2018;aggravated assault;-95,40715;29,77199
1/25/2018;aggravated assault;-95,33102;29,7852
7/28/2018;aggravated assault;-95,40947;29,7718
08/03/2018;aggravated assault;-95,33731;29,66446
6/13/2018;aggravated assault;-95,28278;29,85018
6/23/2018;aggravated assault;-95,46132;29,74764
08/11/2018;aggravated assault;-95,61886;29,71898
2/25/2018;aggravated assault;-95,42566;29,8084
5/26/2018;aggravated assault;-95,44896;29,66664
02/07/2018;aggravated assault;-95,36059;29,68004
2/26/2018;aggravated assault;-95,34364;29,81691
05/02/2018;aggravated assault;-95,22018;29,77575
4/24/2018;aggravated assault;-95,44431;29,73974
5/13/2018;aggravated assault;-95,53007;29,73341
6/27/2018;aggravated assault;-95,35876;29,74715
08/09/2018;aggravated assault;-95,31652;29,85884
2/14/2018;aggravated assault;-95,52475;29,79293
4/25/2018;aggravated assault;-95,49206;29,72612
04/05/2018;aggravated assault;-95,36387;29,68888
4/27/2018;aggravated assault;-95,36751;29,73313
1/20/2018;aggravated assault;-95,55906;29,68975
6/24/2018;aggravated assault;-95,40086;29,76901
8/28/2018;aggravated assault;-95,33956;29,82204
02/09/2018;aggravated assault;-95,24996;29,61933
6/14/2018;aggravated assault;-95,30943;29,66598
8/28/2018;aggravated assault;-95,36815;29,80706
1/15/2018;aggravated assault;-95,24126;29,62083
7/31/2018;aggravated assault;-95,55339;29,96533
4/25/2018;aggravated assault;-95,41512;29,87383
1/21/2018;aggravated assault;-95,50404;29,71265
8/14/2018;aggravated assault;-95,39516;29,95054
4/15/2018;aggravated assault;-95,5774;29,67327
05/05/2018;aggravated assault;-95,50364;29,68949
03/06/2018;aggravated assault;-95,44835;29,85259
01/01/2018;aggravated assault;-95,52475;29,79293
07/11/2018;aggravated assault;-95,2244;29,62038
7/15/2018;aggravated assault;-95,32224;29,79643
06/12/2018;aggravated assault;-95,5315;29,73765
05/12/2018;aggravated assault;-95,38066;29,78887
3/28/2018;aggravated assault;-95,48138;29,82146
7/16/2018;aggravated assault;-95,54779;29,67559
8/25/2018;aggravated assault;-95,28688;29,70042
04/04/2018;aggravated assault;-95,47524;29,73159
4/23/2018;aggravated assault;-95,31159;29,87088
7/14/2018;aggravated assault;-95,50906;29,66087
1/16/2018;aggravated assault;-95,38783;29,79201
03/12/2018;aggravated assault;-95,35498;29,7326
02/02/2018;aggravated assault;-95,3561;29,66746
6/14/2018;aggravated assault;-95,26047;29,68513
6/26/2018;aggravated assault;-95,39319;29,82352
04/06/2018;aggravated assault;-95,50881;29,67839
8/29/2018;aggravated assault;-95,54721;29,72887
01/11/2018;aggravated assault;-95,35671;29,72986
07/09/2018;aggravated assault;-95,26627;29,85487
5/18/2018;aggravated assault;-95,50446;29,82271
2/14/2018;aggravated assault;-95,3501;29,82143
3/27/2018;aggravated assault;-95,48498;29,72007
04/05/2018;aggravated assault;-95,49189;29,71642
2/23/2018;aggravated assault;-95,36553;29,68529
7/26/2018;aggravated assault;-95,5642;29,6893
7/17/2018;aggravated assault;-95,36075;29,70227
08/02/2018;aggravated assault;-95,35457;29,81101
3/13/2018;aggravated assault;-95,38466;29,85999
06/07/2018;aggravated assault;-95,26244;29,85066
07/07/2018;aggravated assault;-95,42586;29,6298
3/13/2018;aggravated assault;-95,31154;29,78031
5/13/2018;aggravated assault;-95,3615;29,77591
4/20/2018;aggravated assault;-95,29574;29,81789
7/18/2018;aggravated assault;-95,42312;29,88239
7/29/2018;aggravated assault;-95,55856;29,75972
02/10/2018;aggravated assault;-95,50614;29,86303
08/03/2018;aggravated assault;-95,11481;29,56648
3/16/2018;aggravated assault;-95,55224;29,69836
07/02/2018;aggravated assault;-95,48533;29,80752
03/06/2018;aggravated assault;-95,37238;29,74766
3/14/2018;aggravated assault;-95,54774;29,71217
03/09/2018;aggravated assault;-95,35127;29,76292
1/23/2018;aggravated assault;-95,34693;29,80844
7/14/2018;aggravated assault;-95,19706;29,59556
2/13/2018;aggravated assault;-95,55231;29,70024
1/15/2018;aggravated assault;-95,28312;29,82385
4/22/2018;aggravated assault;-95,2495;29,64893
8/23/2018;aggravated assault;-95,52616;29,69192
3/27/2018;aggravated assault;-95,32316;29,74334
04/07/2018;aggravated assault;-95,38578;29,76038
08/12/2018;aggravated assault;-95,16755;30,06194
05/06/2018;aggravated assault;-95,50856;29,6584
03/11/2018;aggravated assault;-95,22954;29,62182
05/08/2018;aggravated assault;-95,39828;29,73449
7/20/2018;aggravated assault;-95,60886;29,7107
7/16/2018;aggravated assault;-95,26305;29,65473
7/23/2018;aggravated assault;-95,54561;29,72375
3/19/2018;aggravated assault;-95,37541;29,87015
6/27/2018;aggravated assault;-95,60466;29,70609
05/02/2018;aggravated assault;-95,3757;29,77149
4/18/2018;aggravated assault;-95,27525;29,83617
04/12/2018;aggravated assault;-95,22018;29,77575
1/15/2018;aggravated assault;-95,55253;29,84335
05/07/2018;aggravated assault;-95,38144;29,73448
03/09/2018;aggravated assault;-95,34311;29,86234
4/18/2018;aggravated assault;-95,48124;29,651
01/01/2018;aggravated assault;-95,28921;29,83943
02/02/2018;aggravated assault;-95,3377;29,82893
08/03/2018;aggravated assault;-95,42568;29,77748
7/31/2018;aggravated assault;-95,38777;29,95297
02/03/2018;aggravated assault;-95,42125;29,68758
01/04/2018;aggravated assault;-95,58198;29,65893
05/02/2018;aggravated assault;-95,2821;29,80614
1/30/2018;aggravated assault;-95,26548;29,67233
8/22/2018;aggravated assault;-95,28101;29,71065
04/10/2018;aggravated assault;-95,42685;29,88356
1/27/2018;aggravated assault;-95,36585;29,65163
05/09/2018;aggravated assault;-95,53077;29,6561
3/23/2018;aggravated assault;-95,51435;29,85406
3/20/2018;aggravated assault;-95,50649;29,6564
3/21/2018;aggravated assault;-95,3455;29,81023
06/08/2018;aggravated assault;-95,33104;29,81889
06/09/2018;aggravated assault;-95,25547;29,73958
2/27/2018;aggravated assault;-95,50842;29,65609
5/24/2018;aggravated assault;-95,37052;29,64758
5/19/2018;aggravated assault;-95,53731;29,7212
04/11/2018;aggravated assault;-95,44518;29,81178
02/01/2018;aggravated assault;-95,48559;29,73922
4/25/2018;aggravated assault;-95,38777;29,95297
5/18/2018;aggravated assault;-95,35306;29,65806
3/24/2018;aggravated assault;-95,3176;29,84813
3/13/2018;aggravated assault;-95,4133;29,77047
6/22/2018;aggravated assault;-95,37251;29,84978
03/08/2018;aggravated assault;-95,61359;29,6928
7/23/2018;aggravated assault;-95,55149;29,68436
05/06/2018;aggravated assault;-95,26208;29,83042
6/21/2018;aggravated assault;-95,28743;29,68713
4/25/2018;aggravated assault;-95,42601;29,61655
4/18/2018;aggravated assault;-95,43464;29,96812
4/28/2018;aggravated assault;-95,27716;29,66907
6/19/2018;aggravated assault;-95,35515;29,71722
6/19/2018;aggravated assault;-95,55231;29,70024
07/08/2018;aggravated assault;-95,42854;29,89196
03/02/2018;aggravated assault;-95,58302;29,73668
5/31/2018;aggravated assault;-95,55854;29,66768
5/16/2018;aggravated assault;-95,36214;29,83
5/26/2018;aggravated assault;-95,35342;29,7342
8/24/2018;aggravated assault;-95,46302;29,66771
3/13/2018;aggravated assault;-95,31513;29,85218
08/12/2018;aggravated assault;-95,29387;29,99803
6/18/2018;aggravated assault;-95,39679;29,83142
1/29/2018;aggravated assault;-95,31869;29,79501
05/05/2018;aggravated assault;-95,45921;29,87674
6/26/2018;aggravated assault;-95,35152;29,77551
8/22/2018;aggravated assault;-95,3756;29,83741
04/05/2018;aggravated assault;-95,46668;29,88406
2/22/2018;aggravated assault;-95,1066;29,59464
7/26/2018;aggravated assault;-95,36843;29,68749
4/29/2018;aggravated assault;-95,61489;29,70434
6/20/2018;aggravated assault;-95,53883;29,75039
6/19/2018;aggravated assault;-95,49524;29,70845
03/02/2018;aggravated assault;-95,36255;29,66785
1/29/2018;aggravated assault;-95,46901;29,85805
4/21/2018;aggravated assault;-95,40626;29,73549
2/14/2018;aggravated assault;-95,55376;29,68919
6/14/2018;aggravated assault;-95,59184;29,73083
04/06/2018;aggravated assault;-95,51857;29,79882
02/07/2018;aggravated assault;-95,33586;29,78866
5/13/2018;aggravated assault;-95,41263;29,68952
2/24/2018;aggravated assault;-95,35964;29,73168
4/18/2018;aggravated assault;-95,27121;29,69226
06/05/2018;aggravated assault;-95,41494;29,71618
08/03/2018;aggravated assault;-95,3445;29,62218
2/28/2018;aggravated assault;-95,39602;29,68353
5/30/2018;aggravated assault;-95,33399;29,64768
6/24/2018;aggravated assault;-95,50934;29,69248
7/23/2018;aggravated assault;-95,53155;29,68843
3/19/2018;aggravated assault;-95,25886;29,85425
07/04/2018;aggravated assault;-95,35201;29,76754
07/04/2018;aggravated assault;-95,54415;29,78146
03/10/2018;aggravated assault;-95,54131;29,67601
8/28/2018;aggravated assault;-95,38853;29,78163
8/18/2018;aggravated assault;-95,51747;29,70529
7/21/2018;aggravated assault;-95,34289;29,66798
03/12/2018;aggravated assault;-95,41918;29,68094
05/02/2018;aggravated assault;-95,313;29,83091
6/13/2018;aggravated assault;-95,68829;29,79451
02/07/2018;aggravated assault;-95,33575;29,77741
04/06/2018;aggravated assault;-95,39247;29,81308
4/16/2018;aggravated assault;-95,4654;29,80668
08/11/2018;aggravated assault;-95,37697;29,75889
05/06/2018;aggravated assault;-95,49206;29,72612
5/16/2018;aggravated assault;-95,31827;29,7729
8/20/2018;aggravated assault;-95,4959;29,72881
1/23/2018;aggravated assault;-95,38135;29,75597
8/24/2018;aggravated assault;-95,51151;29,71311
06/05/2018;aggravated assault;-95,40063;29,6935
05/10/2018;aggravated assault;-95,58769;29,7794
3/31/2018;aggravated assault;-95,45977;29,87615
5/28/2018;aggravated assault;-95,59654;29,67638
06/09/2018;aggravated assault;-95,33339;29,79665
08/04/2018;aggravated assault;-95,41247;29,74257
5/17/2018;aggravated assault;-95,3377;29,82893
07/03/2018;aggravated assault;-95,40794;29,83
5/27/2018;aggravated assault;-95,28597;29,73119
7/28/2018;aggravated assault;-95,43944;29,94292
02/10/2018;aggravated assault;-95,41806;29,85962
4/14/2018;aggravated assault;-95,4379;29,70111
2/21/2018;aggravated assault;-95,36697;29,69846
1/20/2018;aggravated assault;-95,54934;29,69063
08/07/2018;aggravated assault;-95,5642;29,6893
3/26/2018;aggravated assault;-95,35584;29,7201
04/12/2018;aggravated assault;-95,48909;29,72362
02/07/2018;aggravated assault;-95,47638;29,71291
8/25/2018;aggravated assault;-95,47811;29,68052
5/22/2018;aggravated assault;-95,20289;29,76417
7/31/2018;aggravated assault;-95,25525;29,85606
5/22/2018;aggravated assault;-95,36713;29,73024
06/10/2018;aggravated assault;-95,60146;29,71433
6/21/2018;aggravated assault;-95,57112;29,66707
04/09/2018;aggravated assault;-95,25568;29,74163
03/04/2018;aggravated assault;-95,38957;29,81647
04/01/2018;aggravated assault;-95,31154;29,77559
02/07/2018;aggravated assault;-95,2342;29,60532
08/06/2018;aggravated assault;-95,32938;29,79533
3/19/2018;aggravated assault;-95,61625;29,69713
04/12/2018;aggravated assault;-95,42618;29,94425
06/04/2018;aggravated assault;-95,40627;29,77901
05/08/2018;aggravated assault;-95,49543;29,63994
04/02/2018;aggravated assault;-95,24149;29,64461
8/29/2018;aggravated assault;-95,35498;29,7381
7/30/2018;aggravated assault;-95,65813;29,72692
2/17/2018;aggravated assault;-95,33343;29,78172
2/19/2018;aggravated assault;-95,48135;29,72012
3/29/2018;aggravated assault;-95,36804;29,67702
05/10/2018;aggravated assault;-95,3742;29,7485
05/09/2018;aggravated assault;-95,33036;29,8374
08/07/2018;aggravated assault;-95,11481;29,56648
01/04/2018;aggravated assault;-95,65813;29,72692
07/12/2018;aggravated assault;-95,50567;29,67596
02/07/2018;aggravated assault;-95,29278;29,82585
3/16/2018;aggravated assault;-95,53826;29,70637
03/12/2018;aggravated assault;-95,41195;29,92554
02/05/2018;aggravated assault;-95,52071;29,72827
8/23/2018;aggravated assault;-95,56933;29,68627
03/11/2018;aggravated assault;-95,33893;29,67125
1/14/2018;aggravated assault;-95,31914;29,64545
6/26/2018;aggravated assault;-95,46795;29,79285
8/17/2018;aggravated assault;-95,22267;29,77572
8/28/2018;aggravated assault;-95,47177;29,84626
7/25/2018;aggravated assault;-95,29225;29,71728
6/16/2018;aggravated assault;-95,33751;29,75156
8/19/2018;aggravated assault;-95,34567;29,67809
7/17/2018;aggravated assault;-95,52136;29,7848
1/24/2018;aggravated assault;-95,35291;29,85912
3/29/2018;aggravated assault;-95,31084;29,7094
3/25/2018;aggravated assault;-95,52007;29,79694
6/14/2018;aggravated assault;-95,33403;29,87101
5/16/2018;aggravated assault;-95,24315;29,60416
3/15/2018;aggravated assault;-95,54988;29,66876
03/10/2018;aggravated assault;-95,50169;29,64468
01/02/2018;aggravated assault;-95,5512;29,83824
05/01/2018;aggravated assault;-95,33424;29,78364
3/24/2018;aggravated assault;-95,57855;29,74784
5/31/2018;aggravated assault;-95,24917;29,65149
6/17/2018;aggravated assault;-95,51953;29,72598
04/12/2018;aggravated assault;-95,35158;29,79407
03/02/2018;aggravated assault;-95,35387;29,80255
5/15/2018;aggravated assault;-95,38926;29,74674
6/15/2018;aggravated assault;-95,43089;29,61756
04/11/2018;aggravated assault;-95,52908;29,72755
4/17/2018;aggravated assault;-95,39756;29,79238
07/02/2018;aggravated assault;-95,23462;29,62132
3/14/2018;aggravated assault;-95,22018;29,77575
1/28/2018;aggravated assault;-95,55377;29,67629
04/02/2018;aggravated assault;-95,46077;29,80685
06/08/2018;aggravated assault;-95,52607;29,64573
5/24/2018;aggravated assault;-95,43972;29,74173
01/09/2018;aggravated assault;-95,33356;29,79573
01/08/2018;aggravated assault;-95,5137;29,71536
05/04/2018;aggravated assault;-95,32128;29,66885
5/23/2018;aggravated assault;-95,35888;29,66527
8/13/2018;aggravated assault;-95,43575;29,67085
3/14/2018;aggravated assault;-95,38714;29,87668
1/28/2018;aggravated assault;-95,41845;29,71523
04/08/2018;aggravated assault;-95,29937;29,95217
6/19/2018;aggravated assault;-95,34468;29,69019
1/25/2018;aggravated assault;-95,57864;29,6594
02/06/2018;aggravated assault;-95,40185;29,86235
08/05/2018;aggravated assault;-95,46894;29,84033
7/22/2018;aggravated assault;-95,27527;29,71469
7/18/2018;aggravated assault;-95,53886;29,70825
03/06/2018;aggravated assault;-95,30166;29,73774
7/30/2018;aggravated assault;-95,4241;29,62983
06/12/2018;aggravated assault;-95,5137;29,71536
4/25/2018;aggravated assault;-95,32654;29,78928
6/13/2018;aggravated assault;-95,33956;29,63062
3/13/2018;aggravated assault;-95,36432;29,68971
05/07/2018;aggravated assault;-95,27863;29,84989
3/31/2018;aggravated assault;-95,40299;29,84911
4/27/2018;aggravated assault;-95,3377;29,82893
3/25/2018;aggravated assault;-95,3419;29,7844
5/16/2018;aggravated assault;-95,33893;29,70272
4/26/2018;aggravated assault;-95,25628;29,74849
3/18/2018;aggravated assault;-95,26008;29,67477
5/21/2018;aggravated assault;-95,32968;29,77338
8/31/2018;aggravated assault;-95,24149;29,64461
2/14/2018;aggravated assault;-95,31912;29,76794
4/23/2018;aggravated assault;-95,36014;29,72599
3/25/2018;aggravated assault;-95,48042;29,87044
04/06/2018;aggravated assault;-95,40086;29,76901
05/07/2018;aggravated assault;-95,42178;29,77792
6/23/2018;aggravated assault;-95,48998;29,71643
3/28/2018;aggravated assault;-95,52805;29,65576
1/21/2018;aggravated assault;-95,3615;29,77591
08/07/2018;aggravated assault;-95,26244;29,66799
02/01/2018;aggravated assault;-95,37378;29,85362
07/10/2018;aggravated assault;-95,37784;29,7593
5/17/2018;aggravated assault;-95,5524;29,68004
03/04/2018;aggravated assault;-95,42207;29,70439
06/06/2018;aggravated assault;-95,31461;29,61284
8/22/2018;aggravated assault;-95,57157;29,71523
6/19/2018;aggravated assault;-95,18735;30,06349
6/18/2018;aggravated assault;-95,46484;29,84107
08/01/2018;aggravated assault;-95,35635;29,66602
02/08/2018;aggravated assault;-95,53212;29,79003
8/31/2018;aggravated assault;-95,39267;29,82286
3/29/2018;aggravated assault;-95,35236;29,84795
7/24/2018;aggravated assault;-95,42493;29,68124
06/07/2018;aggravated assault;-95,36401;29,73652
06/04/2018;aggravated assault;-95,55495;29,67092
08/03/2018;aggravated assault;-95,47638;29,72756
2/25/2018;aggravated assault;-95,36231;29,74267
01/09/2018;aggravated assault;-95,25272;29,8508
8/16/2018;aggravated assault;-95,33263;29,6755
3/16/2018;aggravated assault;-95,40909;29,60145
07/05/2018;aggravated assault;-95,35071;29,87096
02/11/2018;aggravated assault;-95,44588;29,61566
02/08/2018;aggravated assault;-95,55197;29,68728
7/20/2018;aggravated assault;-95,53269;29,67452
03/01/2018;aggravated assault;-95,35068;29,78463
3/13/2018;aggravated assault;-95,32505;29,68705
3/14/2018;aggravated assault;-95,4071;29,92513
2/26/2018;aggravated assault;-95,36869;29,84611
05/08/2018;aggravated assault;-95,35647;29,66189
07/04/2018;aggravated assault;-95,5788;29,79371
6/13/2018;aggravated assault;-95,55016;29,69381
6/24/2018;aggravated assault;-95,37808;29,73713
07/12/2018;aggravated assault;-95,60887;29,87956
07/02/2018;aggravated assault;-95,31583;29,86403
06/07/2018;aggravated assault;-95,25522;29,7366
01/09/2018;aggravated assault;-95,2598;29,86399
5/29/2018;aggravated assault;-95,58784;29,67038
05/03/2018;aggravated assault;-95,463;29,66776
07/03/2018;aggravated assault;-95,55771;29,69048
02/10/2018;aggravated assault;-95,40401;29,77159
07/10/2018;aggravated assault;-95,29019;29,70639
05/07/2018;aggravated assault;-95,40706;29,73354
7/28/2018;aggravated assault;-95,25525;29,73743
07/03/2018;aggravated assault;-95,38554;29,6577
07/12/2018;aggravated assault;-95,33809;29,66291
7/14/2018;aggravated assault;-95,58462;29,6978
5/16/2018;aggravated assault;-95,34643;29,6682
2/26/2018;aggravated assault;-95,24275;29,65013
06/07/2018;aggravated assault;-95,37554;29,72784
7/19/2018;aggravated assault;-95,35489;29,7259
08/01/2018;aggravated assault;-95,35457;29,81101
3/22/2018;aggravated assault;-95,55864;29,68513
6/24/2018;aggravated assault;-95,36691;29,72907
8/20/2018;aggravated assault;-95,67564;29,78564
03/07/2018;aggravated assault;-95,35557;29,6248
06/06/2018;aggravated assault;-95,35644;29,67629
1/17/2018;aggravated assault;-95,39514;29,84907
02/07/2018;aggravated assault;-95,33329;29,67841
1/23/2018;aggravated assault;-95,59407;29,77706
02/12/2018;aggravated assault;-95,26244;29,66799
4/15/2018;aggravated assault;-95,55438;29,6894
7/21/2018;aggravated assault;-95,45492;29,60312
08/01/2018;aggravated assault;-95,36969;29,81196
05/02/2018;aggravated assault;-95,26627;29,85487
01/01/2018;rape;-95,48498;29,72007
01/01/2018;rape;-95,34817;29,75505
01/01/2018;rape;-95,47353;29,60021
01/01/2018;rape;-95,48174;29,72603
01/02/2018;rape;-95,55224;29,69836
01/02/2018;rape;-95,25535;29,74147
01/05/2018;rape;-95,61056;29,72749
01/05/2018;rape;-95,50873;29,64767
01/07/2018;rape;-95,42754;29,7996
01/07/2018;rape;-95,38306;29,76288
01/08/2018;rape;-95,26217;29,83651
01/10/2018;rape;-95,4122;29,90564
01/10/2018;rape;-95,34872;29,8377
01/10/2018;rape;-95,39971;29,94574
01/11/2018;rape;-95,28371;29,67586
01/11/2018;rape;-95,38237;29,73506
01/12/2018;rape;-95,40146;29,72786
01/12/2018;rape;-95,36928;29,73051
1/13/2018;rape;-95,37266;29,69691
1/15/2018;rape;-95,51165;29,58656
1/16/2018;rape;-95,40146;29,72786
1/16/2018;rape;-95,59291;29,78856
1/18/2018;rape;-95,39862;29,9439
1/19/2018;rape;-95,24874;29,69555
1/19/2018;rape;-95,27659;29,68737
1/20/2018;rape;-95,3581;29,72763
1/21/2018;rape;-95,39389;29,71144
1/22/2018;rape;-95,501;29,71534
1/22/2018;rape;-95,22018;29,77575
1/22/2018;rape;-95,4204;29,86949
1/23/2018;rape;-95,23954;29,6109
1/24/2018;rape;-95,42283;29,70193
1/24/2018;rape;-95,38096;29,73836
1/24/2018;rape;-95,52256;29,82444
1/24/2018;rape;-95,56882;29,6648
